% Xfiducial, Yfiducial=(  4.280  50.000), ( 95.720  50.000), ( 50.000  95.720), ( 66.256   7.267) mm 
% Sample, x(mm), y(mm), dx(mm), dy(mm), A(fraction), B(fraction), C(fraction), D(fraction), E(fraction), F(fraction), G(fraction), H(fraction), code(0=sample; 1=spectral reference; 2=ABCD control; 3=EFGH control) 
976.0,49.775,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
977.0,51.807,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
978.0,53.839,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
979.0,55.871,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
980.0,57.903,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
981.0,59.935,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
982.0,61.967,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
983.0,63.999,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
984.0,66.031,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
985.0,68.063,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
986.0,70.095,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
987.0,72.127,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
988.0,74.159,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
989.0,76.191,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
990.0,78.223,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
991.0,80.255,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
992.0,82.287,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
993.0,84.319,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
994.0,86.351,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
995.0,88.383,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
996.0,90.415,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
997.0,92.447,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
998.0,7.103,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
999.0,9.135,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1000.0,11.167,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1001.0,13.199,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1002.0,15.231,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1003.0,17.263,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1004.0,19.295,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
1005.0,21.327,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1006.0,23.359,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1007.0,25.391,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1008.0,27.423,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1009.0,29.455,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1010.0,31.487,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1011.0,33.519,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1012.0,35.551,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
1013.0,37.583,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1014.0,39.615,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1015.0,41.647,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1016.0,43.679,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1017.0,45.711,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1018.0,47.743,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1019.0,49.775,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1020.0,51.807,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
1021.0,53.839,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1022.0,55.871,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1023.0,57.903,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1024.0,59.935,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1025.0,61.967,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1026.0,63.999,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1027.0,66.031,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1028.0,68.063,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
1029.0,70.095,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1030.0,72.127,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1031.0,74.159,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1032.0,76.191,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1033.0,78.223,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1034.0,80.255,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1035.0,82.287,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1036.0,84.319,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
1037.0,86.351,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1038.0,88.383,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1039.0,90.415,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1040.0,92.447,34.883,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1041.0,9.135,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1042.0,11.167,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1043.0,13.199,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1044.0,15.231,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1045.0,17.263,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1046.0,19.295,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
1047.0,21.327,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1048.0,23.359,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1049.0,25.391,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1050.0,27.423,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1051.0,29.455,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1052.0,31.487,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1053.0,33.519,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1054.0,35.551,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
1055.0,37.583,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1056.0,39.615,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1057.0,41.647,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1058.0,43.679,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1059.0,45.711,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1060.0,47.743,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1061.0,49.775,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1062.0,51.807,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
1063.0,53.839,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1064.0,55.871,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1065.0,57.903,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1066.0,59.935,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1067.0,61.967,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1068.0,63.999,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1069.0,66.031,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1070.0,68.063,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
1071.0,70.095,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1072.0,72.127,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1073.0,74.159,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1074.0,76.191,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1075.0,78.223,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1076.0,80.255,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1077.0,82.287,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1078.0,84.319,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
1079.0,86.351,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1080.0,88.383,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1081.0,90.415,32.851,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1082.0,9.135,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1083.0,11.167,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1084.0,13.199,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1085.0,15.231,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1086.0,17.263,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1087.0,19.295,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
1088.0,21.327,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1089.0,23.359,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1090.0,25.391,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1091.0,27.423,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1092.0,29.455,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1093.0,31.487,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1094.0,33.519,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1095.0,35.551,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
1096.0,37.583,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1097.0,39.615,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1098.0,41.647,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1099.0,43.679,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1100.0,45.711,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1101.0,47.743,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1102.0,49.775,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1103.0,51.807,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
1104.0,53.839,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1105.0,55.871,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1106.0,57.903,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1107.0,59.935,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1108.0,61.967,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1109.0,63.999,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1110.0,66.031,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1111.0,68.063,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
1112.0,70.095,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1113.0,72.127,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1114.0,74.159,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1115.0,76.191,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1116.0,78.223,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1117.0,80.255,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1118.0,82.287,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1119.0,84.319,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
1120.0,86.351,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1121.0,88.383,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1122.0,90.415,30.819,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1123.0,9.135,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1124.0,11.167,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1125.0,13.199,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1126.0,15.231,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1127.0,17.263,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1128.0,19.295,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
1129.0,21.327,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1130.0,23.359,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1131.0,25.391,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1132.0,27.423,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1133.0,29.455,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1134.0,31.487,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1135.0,33.519,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1136.0,35.551,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
1137.0,37.583,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1138.0,39.615,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1139.0,41.647,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1140.0,43.679,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1141.0,45.711,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1142.0,47.743,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1143.0,49.775,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1144.0,51.807,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
1145.0,53.839,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1146.0,55.871,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1147.0,57.903,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1148.0,59.935,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1149.0,61.967,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1150.0,63.999,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1151.0,66.031,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1152.0,68.063,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
1153.0,70.095,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1154.0,72.127,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1155.0,74.159,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1156.0,76.191,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1157.0,78.223,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1158.0,80.255,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1159.0,82.287,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1160.0,84.319,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
1161.0,86.351,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1162.0,88.383,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1163.0,90.415,28.787,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1164.0,11.167,26.755,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1165.0,13.199,26.755,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1166.0,15.231,26.755,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1167.0,17.263,26.755,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1168.0,19.295,26.755,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
1169.0,21.327,26.755,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1170.0,23.359,26.755,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1171.0,25.391,26.755,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1172.0,27.423,26.755,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1173.0,29.455,26.755,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1174.0,31.487,26.755,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1175.0,33.519,26.755,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1176.0,35.551,26.755,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
1177.0,37.583,26.755,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1178.0,39.615,26.755,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1179.0,41.647,26.755,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1180.0,43.679,26.755,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1181.0,45.711,26.755,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1182.0,47.743,26.755,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1183.0,49.775,26.755,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1184.0,51.807,26.755,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
1185.0,53.839,26.755,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1186.0,55.871,26.755,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1187.0,57.903,26.755,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1188.0,59.935,26.755,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1189.0,61.967,26.755,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1190.0,63.999,26.755,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1191.0,66.031,26.755,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1192.0,68.063,26.755,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
1193.0,70.095,26.755,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1194.0,72.127,26.755,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1195.0,74.159,26.755,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1196.0,76.191,26.755,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1197.0,78.223,26.755,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1198.0,80.255,26.755,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1199.0,82.287,26.755,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1200.0,84.319,26.755,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
1201.0,86.351,26.755,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1202.0,88.383,26.755,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1203.0,11.167,24.723,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1204.0,13.199,24.723,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1205.0,15.231,24.723,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1206.0,17.263,24.723,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1207.0,19.295,24.723,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
1208.0,21.327,24.723,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1209.0,23.359,24.723,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1210.0,25.391,24.723,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1211.0,27.423,24.723,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1212.0,29.455,24.723,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1213.0,31.487,24.723,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1214.0,33.519,24.723,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1215.0,35.551,24.723,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
1216.0,37.583,24.723,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1217.0,39.615,24.723,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
1218.0,41.647,24.723,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
